Link,Price,OwnershipType:,Property Type:,Bedrooms:,Bathrooms:,Half Bathrooms:,Access Type:,Amenities Nearby:,Built in:,Community Features:,Features:,Floor Space (approx):,Landscape Features:,Lot Depth:,Lot Frontage:,Zoning:,Sewer:,Parking Type:,Number_Parking_Spaces,Bathroom,Bedroom,Primary Bedroom,Recreation Room,Dining,Kitchen,Family,Living,Communication Type:,Fence Type:,Structure Type:,Utility Type:,Sun Room,Foyer,Utility,Laundry,Exercise,Pantry,Mudroom,Great Room,Pool Type:,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Exterior Features:,Heating:,Interior Features:,Laundry Features:,Lot Features:,Other Structures:,Parking Features:,Road Frontage Type:,Roof:,Security Features:,Utilities:,View:,Water Source:,Water Treatment:,Waterfront Features:,Irregular:,Lot Size:,2nd Bedroom,3rd Bedroom,Condo Fees:,MaintenanceFee Type:,Storage Type:,Fireplace Features:,Office,Den,Other,Workshop,Fencing:,Window Features:,Annual Tax Amount:,Drive:,Family Room:,Fronting On (NSEW):,Occupancy:,Pool:,Sewers:,Style:,Water:,Road Surface Type:,Storage,Eat-in Kitchen,Association Amenities:,Pool Features:,Dinette,Accessibility Features:,4th Bedroom,Common Elements Included:,Parking Included:,Water Included:,Approx Age:,Pets Permitted:,UFFI:,Parking/Drive:,Sitting,Games,Media Room,Surface Water:,5th Bedroom,Air Conditioning:,Survey:,Breakfast,Approx Square Footage:,Furnace,Flooring:,Loft,Docking Type:,Library,Business Type:,Acreage:,Playroom,Appliances Included:,Acreage Info:,Attachment Style:,Basement Development:,District:,Driveway:,Exterior Finish:,Foundation:,Geocode Source:,Heating Cooling:,Hot Water Tank Type:,Major Area:,Outdoor Features:,Property SubTypes:,PropertyType:,Rental Equipment:,Sewer Availability:,Showings:,Side Of Road:,SiteInfluences:,Sub District:,Tax Year:,Title:,Type Of Dwelling:,Water Availability:,Heating Fuel:,Soil Type:,Porch,Shore line:,Attic,View Type:,Area Influences:
https://www.royallepage.ca/en/property/ontario/london/1880-fountain-grass-drive/20191139/mls40459260/,"$1,225,000",,,5,3+1,,,,,,,2314 Square Feet,,106 Feet,40.00 Feet,R1-4,Sewer (Municipal),,,Basement Level,2nd Level3.05 X 3.35,2nd Level3.61 X 4.88,,,Main Level3.35 X 4.57,,Basement Level5.59 X 3.35,,,,,,,,2nd Level2.31 X 1.60,,,Main Level3.35 X 1.83,Main Level5.79 X 4.57,,< 0.5,Two Story,"Full, Finished","Brick, Hardboard, Stone, Vinyl Siding",Central Air,Private Drive Double Wide,,Forced Air,Other,Upper Level,"Urban, Near Golf Course, Park, Place of Worship, Playground Nearby, School Bus Route, Schools, Shopping Nearby, Skiing, Trails",,Attached Garage,,Asphalt Shing,"Carbon Monoxide Detector, Smoke Detector","Cable Available, Cell Service, Electricity Available, Garbage/Sanitary Collection, High Speed Internet Avail, Recycling Pickup, Street Lights, Phone Available",,Municipal-Metered,,,,,,,,,,,,Main Level2.13 X 3.66,Basement Level3.35 X 2.03Note:Gym,,,,,,,,,,,,,,,,,,Main Level3.35 X 3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/85-prince-of-wales-gate/20175830/mlsx6688242/,"$1,150,000",Freehold,Single Family,4+2,4,,,,,,Cul-de-sac,,,,,,,Attached garage,,,Main Level3.96 m x 3.20 m12.99 ft x 10.50 ft,Main Level4.72 m x 4.42 m15.49 ft x 14.50 ft,Basement LevelMeasurements not available,Main Level3.66 m x 3.05 m12.01 ft x 10.01 ft,Main Level3.76 m x 3.71 m12.34 ft x 12.17 ft,Main Level6.45 m x 3.76 m21.16 ft x 12.34 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,78.3 x 105.81 FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/118-somerset-road/20184363/mls40458967/,"$1,099,900",,,5,3+1,,,,,,,2171 Square Feet,,126 Feet,45.00 Feet,R1-6,Sewer (Municipal),,,Main Level,2nd Level3.58 X 3.91,Main Level4.24 X 4.27,"Other level
                
            
        
        
            
                :Lower4.27 X 11.07",Main Level3.91 X 4.17,,Main Level4.34 X 4.72,Main Level4.47 X 4.72,,,,,,Main Level3.05 X 6.43,"Other level
                
            
        
        
            
                :Lower2.95 X 8.13",Main Level1.65 X 1.93,,,,,,< 0.5,Two Story,"Full, Finished","Aluminum Siding, Brick",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas","Central Vacuum, Auto Garage Door Remote(s), Ceiling Fan(s)",Main Level,"Urban, Cul-De-Sac, Dog Park, Near Golf Course, Landscaped, Park, Place of Worship, Playground Nearby, Quiet Area, Schools, Shopping Nearby, Skiing",,"Attached Garage, Garage Door Opener",,Asphalt Shing,"Carbon Monoxide Detector, Smoke Detector",,,Municipal,,,,,,,,,,"Family Room, Living Room, Wood Burning",,,Main Level,,,"Window Coverings, Skylight(s)",,,,,,,,,,,,Main Level4.55 X 6.10,,,,,,,,,,,,,"Other level
                
            
        
        
            
                :Lower3.94 X 6.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/440-442-hamilton-road/20186849/mls40458687/,"$810,000",,,0,,,,,,,,,,,50.00 Feet,BDC (36) H13,Sewer (Municipal),,12,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Full, Unfinished","Brick, Block, Vinyl Siding",Central Air,Outside/Surface/Open,Landscaped,"Forced Air, Natural Gas",Ceiling Fan(s),,"Urban, Ample Parking",,,,,Alarm System,,,Municipal-Metered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/176-byers-st/20179114/mlsx6689820/,"$799,900",Freehold,Single Family,3,3,,,,,,,,,,,,,Attached garage,3,,,2nd LevelMeasurements not available,,,Main LevelMeasurements not available,,,,,,,,,,2nd LevelMeasurements not available,,,,Main LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,Yes,33.19 x 108.52 FT,2nd LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/247-conway-drive/20184385/mls40459099/,"$649,900",,,3,2+0,,,,1987,,,1398 Square Feet,,105 Feet,45.00 Feet,R2-1,Sewer (Municipal),,,2nd Level,2nd Level3.78 X 3.56,2nd Level4.01 X 3.84,,,Main Level3.84 X 2.26,Main Level4.34 X 3.73,Main Level7.57 X 3.91,,,,,,,,,,,,,,< 0.5,Two Story,"Full, Finished, Sump Pump","Aluminum Siding, Brick, Concrete",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas",,Main Level,"Urban, Dog Park, Highway Access, Place of Worship, Playground Nearby, Public Transit",,Attached Garage,Municipal Road,Asphalt Shing,None,,City,Municipal-Metered,None,,,,,,,,,"Family Room, Wood Burning",,,,,Full,,,,,,,,,,,,,,,None,,,,,,,,,,,,Basement Level4.72 X 3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/93-3380-singleton-ave/20181753/mlsx6690556/,"$619,786",Freehold,Single Family,3,3,,,,,,,,,,,,,Garage,2,,,2nd LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,22 x 86.71 FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/743-sevilla-park-pl/20179694/mlsx6690124/,"$599,000",Freehold,Single Family,3+2,2,,,"Park, Public Transit, Schools",,School Bus,,,,,,,,,2,,,Main Level3.07 m x 4.37 m10.07 ft x 14.34 ft,Basement Level3.56 m x 3.38 m11.68 ft x 11.09 ft,Main Level3.05 m x 2.54 m10.01 ft x 8.33 ft,Main Level3.02 m x 2.74 m9.91 ft x 8.99 ft,,Main Level5.69 m x 4.50 m18.67 ft x 14.76 ft,,,,"Natural Gas - Available, Hydro - Available, Sewer - Available, Cable - Available",,,,Basement Level2.13 m x 2.21 m6.99 ft x 7.25 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,29.72 x 107.52 FT,Main Level3.02 m x 2.74 m9.91 ft x 8.99 ft,Main Level3.35 m x 2.54 m10.99 ft x 8.33 ft,,,,,,Basement Level2.54 m x 3.05 m8.33 ft x 10.01 ft,,,,,,,,,,,,,,,,,,,,,Basement Level2.69 m x 4.50 m8.83 ft x 14.76 ft,,,,,,,,,,,,Basement Level3.43 m x 3.56 m11.25 ft x 11.68 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/8-628-wharncliffe-rd-s/20178418/mlsx6689340/,"$469,999",Condominium/Strata,Single Family,3,2,,,"Hospital, Park, Public Transit, Schools",,School Bus,,,,,,,,,2,Main LevelMeasurements not available,2nd Level8.90 m x 11.20 m29.20 ft x 36.75 ft,2nd Level10.20 m x 12.80 m33.46 ft x 41.99 ft,Lower Level17.70 m x 17.70 m58.07 ft x 58.07 ft,Main Level14.80 m x 7.50 m48.56 ft x 24.61 ft,Main Level11.50 m x 14.80 m37.73 ft x 48.56 ft,,Main Level11.20 m x 11.20 m36.75 ft x 36.75 ft,,,,,,,,Lower Level9.80 m x 18.40 m32.15 ft x 60.37 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$417 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/110-5-jacksway-crescent/20186836/mls40459452/,"$399,900",,,2,1+1,,,,1990,,,896 Square Feet,,,,"R9-3, H14",Sewer (Municipal),,,Main Level,Main Level2.46 X 3.81,Main Level3.12 X 3.81,,Main Level3.71 X 2.24,Main Level2.72 X 2.62,,Main Level3.71 X 5.03,,,,,,,,,,,,,,,1 Storey/Apt,None,"Stone, Stucco",Window Unit(s),"Outside/Surface/Open, Visitor Parking",,"Electric, Fireplace-Gas",Other,In Building,"Urban, Hospital, Library, Open Spaces, Playground Nearby, Public Parking, Public Transit, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby, Trails",,,,Asphalt Shing,,,,Municipal,,River/Stream,,,,,$394,,,Gas,,,Main Level,,,,,,,,,,,,,,,,"Elevator(s), Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/607-princess-avenue/20182618/mls40458630/,"$399,900",,,4,1+1,,,,,,,1440 Square Feet,,73 Feet,25.00 Feet,AC-2,Sewer (Municipal),,,Main Level,2nd Level3.84 X 2.69,,,Main Level4.34 X 3.78,Main Level3.78 X 3.45,,Main Level4.72 X 3.78,,,,,,Main Level5.41 X 1.83,,,,,,,,< 0.5,1.5 Storey,"Partial, Unfinished",Vinyl Siding,Central Air,Boulevard Parking,,"Forced Air, Natural Gas",Other,,"Urban, City Lot, Public Transit, Shopping Nearby, Other",,,,Shingle,,,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/331-edgevalley-road/20179491/mls40457665/,"$1,489,000",,,4,3+1,,,,2021,,,3681 Square Feet,,,64.50 Feet,R1-4,Sewer (Municipal),,,2nd Level,2nd Level3.35 X 4.09,2nd Level4.27 X 6.53,,"Other level
                
            
        
        
            
                :Lower4.75 X 3.71",Main Level5.31 X 3.35,"Other level
                
            
        
        
            
                :Lower4.75 X 3.71",Main Level7.44 X 3.78,,,,,,Main Level2.44 X 4.57,,2nd Level3.28 X 4.57,,,,,,< 0.5,Two Story,"Walk-Out Access, Full, Finished","Brick Veneer, Stucco","Central Air, Energy Efficient",Private Drive Double Wide,Balcony,"Forced Air, Natural Gas","High Speed Internet, Auto Garage Door Remote(s)","Inside, Upper Level","Urban, Irregular Lot, Airport, Near Golf Course, Highway Access, Hospital, Major Highway, Park, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",,"Attached Garage, Garage Door Opener, Concrete",Public Road,Fiberglass,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Connected",Pond,Municipal,,,,,,,,,,Electric,,,2nd Level,,Fence - Partial,Window Coverings,,,,,,,,,,Paved,,,,,,,,,,,,,,,2nd Level3.28 X 4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/2355-bakervilla-st/20174434/mlsx6687680/,"$1,149,000",Freehold,Single Family,4,5,,,,,,,,,,,,,Attached garage,6,,,2nd Level5.00 m x 4.88 m16.40 ft x 16.01 ft,,Main Level5.79 m x 3.96 m19.00 ft x 12.99 ft,Main Level4.88 m x 3.35 m16.01 ft x 10.99 ft,Main Level5.79 m x 4.27 m19.00 ft x 14.01 ft,,,,,,,,,2nd Level2.44 m x 2.13 m8.01 ft x 6.99 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,52.7 x 115.12 FT,2nd Level3.71 m x 3.66 m12.17 ft x 12.01 ft,2nd Level5.19 m x 4.39 m17.03 ft x 14.40 ft,,,,,,Main Level3.25 m x 2.79 m10.66 ft x 9.15 ft,,,,,,,,,,,,,,,,,,,,,2nd Level5.19 m x 3.35 m17.03 ft x 10.99 ft,,,,,,,,,,,,,,,Main Level4.88 m x 2.54 m16.01 ft x 8.33 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/6521-royal-magnolia-avenue/20179468/mls40448828/,"$899,900",,,4,3+1,,,,2023,,,2161 Square Feet,,114.8 Feet,44.20 Feet,R2-1(17),Sewer (Municipal),,,Basement Level,Basement Level2.97 X 3.99,2nd Level4.90 X 4.11,,Main Level3.40 X 4.06,Main Level3.40 X 4.11,,Main Level4.88 X 4.09,,,,,,,,2nd Level,,,,,,< 0.5,Two Story,"Development Potential, Separate Entrance, Walk-Up Access, Full, Finished, Sump Pump","Brick, Hardboard, Vinyl Siding","Central Air, Energy Efficient",Private Drive Single Wide,,"Forced Air, Natural Gas","High Speed Internet, Air Exchanger, Auto Garage Door Remote(s), Central Vacuum Roughed-in, In-law Capability, In-Law Floorplan, Upgraded Insulation","Electric Dryer Hookup, In Hall, Inside, Laundry Room, Upper Level, Washer Hookup","Urban, Ample Parking, Highway Access, Major Highway, Open Spaces, Park, Playground Nearby, Shopping Nearby, Trails",,"Attached Garage, Garage Door Opener, Paver Block, Inside Entry","Municipal Road, Public Road",Shingle,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights",,Municipal-Metered,,,,,,,,,,"Electric, Living Room",,,2nd Level,,,,,,,,,,,,,Paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1476-mickleborough-drive/20176533/mls40452355/,"$759,900",,,3,2+1,,,,2008,,,1530 Square Feet,,108.27 Feet,33.38 Feet,R1-13(3),Sewer (Municipal),,,Main Level,2nd Level3.12 X 2.95,2nd Level4.85 X 3.78,,Main Level3.53 X 2.77,Main Level3.25 X 3.00,,Main Level6.15 X 3.56,,,,,,,,,,,,,,< 0.5,Two Story,"Development Potential, Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas",Auto Garage Door Remote(s),In Basement,"Urban, Rectangular, Park, Place of Worship, Public Transit, Trails",None,"Attached Garage, Asphalt",Municipal Road,Asphalt Shing,Smoke Detector(s),"Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights",City,Municipal-Metered,None,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/93-1960-dalmagarry-rd/20174908/mlsx6687840/,"$650,000",Condominium/Strata,Single Family,3,4,,,"Hospital, Park",,,,,,,,,,"Attached garage, Visitor parking",2,,2nd Level3.99 m x 4.87 m13.09 ft x 15.98 ft,,Basement Level5.99 m x 6.99 m19.65 ft x 22.93 ft,Main Level2.98 m x 3.65 m9.78 ft x 11.98 ft,Main Level2.98 m x 3.69 m9.78 ft x 12.11 ft,,Main Level2.98 m x 5.27 m9.78 ft x 17.29 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd Level2.77 m x 3.38 m9.09 ft x 11.09 ft,2nd Level2.89 m x 4.29 m9.48 ft x 14.07 ft,$260 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1101-250-pall-mall-street/20179503/mls40452858/,"$549,900",,,2,2+0,,,,2006,,,1435 Square Feet,,,,BDC1,Sewer (Municipal),,2,Main Level,Main Level5.26 X 3.51,Main Level4.27 X 3.76,,,Main Level5.31 X 5.08,,Main Level5.28 X 4.27,,,,,,,,,,,,,,,1 Storey/Apt,,Concrete,Central Air,Visitor Parking,"Controlled Entry, Landscaped",Heat Pump,,In-Suite,"Urban, Ample Parking, Landscaped, Place of Worship, Playground Nearby, Public Parking, Public Transit, Schools, Shopping Nearby",,"Built-In, Exclusive, Heated, Assigned",,Membrane,,,"City, Skyline, Trees/Woods",Municipal-Metered,,,,,,,$761,,,,,Main Level3.58 X 3.05,Main Level,,,,,,,,,,,,,,,,"Elevator(s), Fitness Center, Guest Suites, Library, Media Room, Party Room, Parking",,,Accessible Elevator Installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1225-wonderland-road-n/20191113/mls40458488/,"$165,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High Traffic Area, Highway Access, Regional Mall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drugstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/3190-pincombe-dr/20168509/mlsx6685124/,"$1,149,900",,,4+1,4,,,,,,,,,199.48 Feet,45.85 Feet,,,,4,,"Basement Level3.86 m x 3.35 m12.66 ft x 10.99 ftNote:B/I Closet, Broadloom",,"Basement Level10.69 m x 5.49 m35.07 ft x 18.01 ftNote:Gas Fireplace, Broadloom",Main Level4.78 m x 3.35 m15.68 ft x 10.99 ftNote:Hardwood Floor,"Main Level4.17 m x 3.05 m13.68 ft x 10.01 ftNote:Large Window, Pantry, Granite Counter",,,,,,,,,,Main Level2.29 m x 1.93 m7.51 ft x 6.33 ftNote:Tile Floor,Basement Level3.76 m x 3.5 m12.34 ft x 11.48 ft,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,"2nd Level6.2 m x 4.06 m20.34 ft x 13.32 ftNote:B/I Closet, Large Window, Broadloom","2nd Level4.83 m x 4.29 m15.85 ft x 14.07 ftNote:B/I Closet, Large Window, Broadloom",,,,,,"Main Level4.27 m x 3.66 m14.01 ft x 12.01 ftNote:Large Window, Hardwood Floor, French Doors","Main Level5.49 m x 4.67 m18.01 ft x 15.32 ftNote:Hardwood Floor, Gas Fireplace, Built-In Speakers",,,,"$8,092",Pvt Double,Yes,S,Owner,Inground,Sewers,2-Storey,Municipal,,,,,,,,"2nd Level3.76 m x 3.61 m12.34 ft x 11.84 ftNote:B/I Closet, Large Window, Broadloom",,,,,,No,,,,,,,,,,3000-3500,,,,,,,.50-1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/lot-35-heathwoods-avenue/20173319/mls40457201/,"$975,900",,,5,4+1,,,,2023,,,1839 Square Feet,,114.83 Feet,36.09 Feet,R1-3 (23),Sewer (Municipal),,,"Other level
                
            
        
        
            
                :Lower",2nd Level3.28 X 3.05,2nd Level4.22 X 4.72,,Main Level3.38 X 3.71,Main Level3.81 X 3.05,,,,,,,,Main Level2.01 X 2.67,,,,,,Main Level6.22 X 3.76,,< 0.5,Two Story,"Separate Entrance, Full, Finished, Sump Pump","Brick, Hardboard","Central Air, Energy Efficient",Private Drive Double Wide,Other,"Forced Air, Natural Gas","In-Law Floorplan, Separate Heating Controls, Separate Hydro Meters","In Basement, Main Level","Urban, Rectangular, Major Highway, Park, Place of Worship, Schools, Shopping Nearby",None,"Attached Garage, Paver Block",Municipal Road,Shingle,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Natural Gas Connected, Recycling Pickup",,Municipal-Metered,None,,,,,,,,,"Electric, Insert, Living Room",,,2nd Level,,,,,,,,,,,,,,,"Other level
                
            
        
        
            
                :Lower2.95 X 3.81",,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1719-coronation-dr/20163341/mlsx6683522/,"$749,000",Freehold,Single Family,3+1,4,,,,,,,,,,,,,Attached garage,4,,2nd Level4.72 m x 3.89 m15.49 ft x 12.76 ft,,,Main Level4.22 m x 3.02 m13.85 ft x 9.91 ft,Main Level4.10 m x 3.84 m13.45 ft x 12.60 ft,Basement Level5.74 m x 4.34 m18.83 ft x 14.24 ft,Main Level4.85 m x 4.06 m15.91 ft x 13.32 ft,,,,"Hydro - Installed, Cable - Installed, Sewer - Installed, Natural Gas - Installed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,39.37 x 116.31 FT,2nd Level3.48 m x 3.12 m11.42 ft x 10.24 ft,2nd Level4.10 m x 3.17 m13.45 ft x 10.40 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,Basement Level3.25 m x 3.23 m10.66 ft x 10.60 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/442-woodman-ave/20167966/mlsx6685152/,"$524,900",Freehold,Single Family,3,2,,,,,,,,,,,,,,3,Main LevelMeasurements not available,2nd Level3.51 m x 2.72 m11.52 ft x 8.92 ft,,,Main Level3.12 m x 3.66 m10.24 ft x 12.01 ft,Main Level4.95 m x 2.49 m16.24 ft x 8.17 ft,,Main Level3.12 m x 4.34 m10.24 ft x 14.24 ft,,,,"Natural Gas - Installed, Sewer - Installed, Hydro - Installed",,Main Level3.33 m x 2.44 m10.93 ft x 8.01 ft,,Main Level4.06 m x 1.96 m13.32 ft x 6.43 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,34.2 x 93 FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/2016-maddex-way/20154120/mlsx6680026/,"$1,599,999",Freehold,Single Family,5,5,,,,,,,,,,,,,Attached garage,5,,Main Level2.74 m x 2.44 m8.99 ft x 8.01 ft,2nd Level5.49 m x 3.66 m18.01 ft x 12.01 ft,,Main Level3.66 m x 3.35 m12.01 ft x 10.99 ft,Main Level7.92 m x 3.66 m25.98 ft x 12.01 ft,Main Level4.57 m x 5.18 m14.99 ft x 16.99 ft,Main Level4.27 m x 3.35 m14.01 ft x 10.99 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,55 x 115 FT,,,,,,,2nd Level3.35 m x 3.35 m10.99 ft x 10.99 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd Level5.18 m x 4.27 m16.99 ft x 14.01 ft,,,,,Main Level2.74 m x 2.13 m8.99 ft x 6.99 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1464-medway-park-drive/20163846/mls40457720/,"$1,180,000",,,4,3+1,,,,2021,,,2562 Square Feet,,,43.00 Feet,R1-4(33),Sewer (Municipal),,,2nd Level,2nd Level4.24 X 3.91,2nd Level5.16 X 4.50,,Main Level4.17 X 2.82,Main Level4.17 X 2.49,,Main Level7.42 X 4.37,,,,,,Main Level4.22 X 1.83,,Main Level4.14 X 2.21,,,,,,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas",Auto Garage Door Remote(s),"In-Suite, Main Level","Urban, Airport, Near Golf Course, Hospital, Major Anchor, Park, Place of Worship, Public Parking, School Bus Route, Schools, Shopping Nearby",,"Attached Garage, Garage Door Opener",,Shingle,Smoke Detector,,,Municipal,,,,,,,,,,Electric,,,,,,Window Coverings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/3190-pincombe-drive/20168317/mls40457906/,"$1,149,900",,,5,3+1,,,,2011,,,3023 Square Feet,,199.48 Feet,45.85 Feet,R1-5,Sewer (Municipal),,,Main Level,2nd Level3.76 X 3.61,2nd Level5.89 X 4.93,"Other level
                
            
        
        
            
                :Lower10.69 X 5.49",Main Level4.78 X 3.35,Main Level4.17 X 3.05,,,,,,,,,,Main Level2.29 X 1.93,,,,Main Level5.49 X 4.67,,,Two Story,"Crawl Space, Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Lawn Sprinkler System,"Forced Air, Natural Gas","Central Vacuum, Wet Bar",,"Urban, Irregular Lot, Dog Park, Hospital, Landscaped, Library, Park, Playground Nearby, Public Transit, Schools, Shopping Nearby",Shed(s),"Attached Garage, Inside Entry, Other",,Asphalt Shing,Alarm System,,,Municipal,,,,,,,,,,"Insert, Gas",,Main Level4.27 X 3.66,2nd Level,,,,,,,,,,,,,,,,,"In Ground, Outdoor Pool, In Ground, Outdoor Pool",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
