,Link,Price,Bedrooms:,Bathrooms:,Floor Space (approx):,Lot Frontage:,Zoning:,Sewer:,Bathroom,Bedroom,Primary Bedroom,Kitchen,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Heating:,Lot Features:,Roof:,Water Source:,Number_Parking_Spaces
57,https://www.royallepage.ca/en/property/ontario/london/884-zaifman-circle/20340136/mls40468957/,"$1,111,000",4,3+1,2757 Square Feet,50.78 Feet,R1-5,Sewer (Municipal),2nd Level2.79 X 1.57,2nd Level3.51 X 3.10,2nd Level4.55 X 4.47,Main Level3.07 X 3.99,< 0.5,Two Story,"Development Potential, Separate Entrance, Full, Unfinished","Brick Veneer, Concrete, Shingle Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Airport, City Lot, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal-Metered,6.0
58,https://www.royallepage.ca/en/property/ontario/london/3317-settlement-tr/20329668/mlsx6747172/,"$1,100,000",4+2,4,,,,,,Basement Level4.53 m x 4.83 m14.86 ft x 15.85 ft,2nd Level4.56 m x 4.64 m14.96 ft x 15.22 ft,Main Level5.48 m x 3.44 m17.98 ft x 11.29 ft,,,,,,,,,,,4.0
59,https://www.royallepage.ca/en/property/ontario/london/1667-valhalla-st/20332471/mlsx5958691/,"$799,000",3,3,,,,,,2nd LevelMeasurements not available,,Main LevelMeasurements not available,,,,,,,,,,,3.0
60,https://www.royallepage.ca/en/property/ontario/london/242-oldham-st/20332335/mlsx6747962/,"$659,900",3+2,2,,,,,Upper Level3.65 m x 2.43 m11.98 ft x 7.97 ft,,Upper Level3.96 m x 3.35 m12.99 ft x 10.99 ft,Upper Level4.57 m x 3.65 m14.99 ft x 11.98 ft,,,,,,,,,,,5.0
61,https://www.royallepage.ca/en/property/ontario/london/382-fleming-dr/20327030/mlsx6746738/,"$649,000",3+2,2,,,,,Main LevelMeasurements not available,Main Level3.07 m x 2.54 m10.07 ft x 8.33 ft,,Main Level4.09 m x 2.92 m13.42 ft x 9.58 ft,,,,,,,,,,,3.0
62,https://www.royallepage.ca/en/property/ontario/london/577-boler-road/20340117/mls40470068/,"$599,900",4,1+2,1294 Square Feet,45.63 Feet,R1-6,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower1.70 X 1.40","Other level
                
            
        
        
            
                :Lower3.45 X 3.38",2nd Level3.53 X 3.25,Main Level5.41 X 2.57,< 0.5,Backsplit,"Development Potential, Walk-Out Access, Full, Partially Finished",Brick,"Central Air, Energy Efficient",Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Library, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Schools, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal-Metered,2.0
63,https://www.royallepage.ca/en/property/ontario/london/4459-colonel-talbot-rd/20329659/mlsx6746904/,"$599,000",3,3,,,,Septic System,,,,,,,,,,,,,,,6.0
64,https://www.royallepage.ca/en/property/ontario/london/38-700-exeter-road/20333303/mls40470002/,"$439,900",3,1+1,1050 Square Feet,0.00 Feet,R5-4,Sewer (Municipal),Main Level1.22 X 1.22,2nd Level2.74 X 3.66,2nd Level3.96 X 5.18,,,Two Story,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,Outside/Surface/Open,Forced Air,"Urban, Ample Parking, Business Centre, High Traffic Area, Highway Access, Major Highway, Public Transit, Shopping Nearby",Asphalt Shing,Municipal,1.0
65,https://www.royallepage.ca/en/property/ontario/london/2192-callingham-drive/20332730/mls40469803/,"$1,499,999",6,3+1,3176 Square Feet,74.48 Feet,R1-6,Sewer (Municipal),2nd Level1.60 X 3.00,"Other level
                
            
        
        
            
                :Lower3.53 X 4.11",2nd Level4.80 X 4.32,Main Level5.79 X 4.32,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas, Solar, Other","Urban, Reverse Pie, Near Golf Course, Greenbelt, Landscaped, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal,4.0
66,https://www.royallepage.ca/en/property/ontario/london/3710-somerston-cres/20320746/mlsx6744116/,"$899,000",4,3,,,,,,2nd Level3.66 m x 3.30 m12.01 ft x 10.83 ft,2nd Level4.42 m x 4.90 m14.50 ft x 16.08 ft,Main Level2.74 m x 3.35 m8.99 ft x 10.99 ft,,,,,,,,,,,4.0
67,https://www.royallepage.ca/en/property/ontario/london/1381-blackmaple-dr/20319819/mlsx6742442/,"$879,990",4,4,,,,,,,Upper LevelMeasurements not available,Main LevelMeasurements not available,,,,,,,,,,,4.0
68,https://www.royallepage.ca/en/property/ontario/london/2173-lilac-avenue/20329166/mls40469620/,"$849,900",3,2+2,1782.63 Square Feet,40.08 Feet,R1-4(23),Sewer (Municipal),2nd Level2.36 X 3.38,2nd Level4.78 X 3.63,2nd Level4.01 X 6.22,Main Level5.92 X 4.17,< 0.5,Two Story,"Other, Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Landscaped, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",Shingle,Municipal-Metered,4.0
69,https://www.royallepage.ca/en/property/ontario/london/15-southcott-crt/20319351/mlsx6743492/,"$739,000",3+1,3,,,,,,2nd Level5.65 m x 3.60 m18.54 ft x 11.81 ft,,Ground Level3.96 m x 3.06 m12.99 ft x 10.04 ft,,,,,,,,,,,2.0
70,https://www.royallepage.ca/en/property/ontario/london/37-2491-tokala-trail/20325764/mls40469233/,"$664,900",3,2+1,1429.32 Square Feet,,R7; H12; D50; H-11; R5-3; R6-5,Sewer (Municipal),2nd Level1.78 X 2.62,2nd Level2.92 X 3.89,2nd Level3.66 X 3.71,Main Level2.95 X 3.91,Not Applicable,Two Story,"Full, Finished, Sump Pump","Brick, Concrete, Vinyl Siding",Central Air,"Private Drive Single Wide, Visitor Parking",Forced Air,"Urban, Ample Parking, Business Centre, Cul-De-Sac, Hospital, Landscaped, Library, Open Spaces, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Quiet Area, Rec./Community Centre, School Bus Route, Schools",Asphalt Shing,Municipal-Metered,2.0
71,https://www.royallepage.ca/en/property/ontario/london/1766-culver-dr/20320160/mlsx6743200/,"$579,000",3,2,,,,,,,2nd Level3.83 m x 3.20 m12.57 ft x 10.50 ft,Main Level5.72 m x 4.00 m18.77 ft x 13.12 ft,,,,,,,,,,,3.0
72,https://www.royallepage.ca/en/property/ontario/london/1014-hunt-club-mews/20322073/mls40468696/,"$1,099,900",3,3+1,2123 Square Feet,52.00 Feet,R6-1,Sewer (Municipal),Main Level,"Other level
                
            
        
        
            
                :Lower3.66 X 7.75",Main Level4.83 X 4.78,Main Level5.87 X 3.10,< 0.5,Bungalow,"Full, Partially Finished",Brick,Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Landscaped, Playground Nearby, Public Transit, Schools, Shopping Nearby, Trails",Wood,Municipal,4.0
73,https://www.royallepage.ca/en/property/ontario/london/793-kettleridge-street/20318091/mls40468827/,"$859,000",3,3+1,1800 Square Feet,48.72 Feet,R1-4(11),Sewer (Municipal),Main Level,2nd Level3.66 X 3.35,2nd Level4.88 X 4.57,Main Level5.38 X 3.40,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Forced Air,"Urban, Rectangular, Park, Place of Worship, Playground Nearby, Public Transit",Asphalt Shing,Municipal,4.0
74,https://www.royallepage.ca/en/property/ontario/london/5-mckenzie-avenue/20325787/mls40469440/,"$849,900",2,1+1,1410 Square Feet,34.00 Feet,R2-2,Sewer (Municipal),2nd Level2.46 X 2.26,2nd Level3.45 X 3.99,2nd Level4.93 X 6.12,Main Level2.44 X 4.32,< 0.5,1.5 Storey,"Full, Unfinished","Brick, Block",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, City Lot, Major Anchor, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal-Metered,2.0
75,https://www.royallepage.ca/en/property/ontario/london/281-hungerford-street/20323345/mls40469314/,"$589,900",3,2+0,1094 Square Feet,32.81 Feet,R1-1(3),Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower",Main Level3.33 X 2.92,Main Level3.76 X 3.00,Main Level4.55 X 3.12,< 0.5,Bungalow,"Full, Partially Finished",Brick,Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Landscaped, Park, Public Transit, Schools, Shopping Nearby, Other",Shingle,Municipal,2.0
76,https://www.royallepage.ca/en/property/ontario/london/15-jacksway-crescent-unit-217/20314858/mls40466171/,"$539,000",3,2,1028,,"R5-5,R9-3,H14",Municipal sewage system,Main LevelMeasurements not available,Main Level11'0'' x 9'0'',Main Level16'0'' x 9'0'',Main Level10'0'' x 9'0'',,,,,,,,,,,1.0
77,https://www.royallepage.ca/en/property/ontario/london/1016-353-commissioners-road-w/20318108/mls40468671/,"$374,900",1,1+0,770 Square Feet,,R7,Sewer (Municipal),Main Level,Main Level5.49 X 3.10,,Main Level3.86 X 4.09,,1 Storey/Apt,,Brick,Central Air,Visitor Parking,"Forced Air, Natural Gas","Urban, Hospital, Landscaped, Park, Place of Worship, Public Transit, Rec./Community Centre, Schools, Other",Flat,Municipal,1.0
78,https://www.royallepage.ca/en/property/ontario/london/209-737-deveron-crescent/20318080/mls40468769/,"$349,900",2,1+0,861.95 Square Feet,,R8-4,Sewer (Municipal),Main Level2.36 X 2.36,Main Level4.34 X 3.00,Main Level4.37 X 3.38,Main Level2.34 X 2.21,Not Applicable,1 Storey/Apt,,"Brick, Vinyl Siding",,"Outside/Surface/Open, Visitor Parking","Baseboard, Electric, Fireplace-Gas","Urban, Ample Parking, Highway Access, Hospital, Major Highway, Park, Place of Worship, Public Transit, School Bus Route, Shopping Nearby",Asphalt Shing,Municipal,
79,https://www.royallepage.ca/en/property/ontario/london/434-egerton-st/20308605/mlsx6738878/,"$721,000",2+2,2,,,,,,Basement Level4.60 m x 3.15 m15.09 ft x 10.33 ft,Main Level3.86 m x 3.35 m12.66 ft x 10.99 ft,Main Level2.74 m x 2.74 m8.99 ft x 8.99 ft,,,,,,,,,,,2.0
80,https://www.royallepage.ca/en/property/ontario/london/1683-hansuld-street/20314741/mls40468630/,"$570,000",5,2+0,950 Square Feet,35.32 Feet,R1-6,Sewer (Municipal),Main Level,Main Level2.84 X 2.59,Main Level3.43 X 3.23,Main Level3.35 X 4.27,< 0.5,Bungalow,"Full, Finished",Brick,Central Air,Private Drive Single Wide,Natural Gas,"Urban, Airport, Ample Parking, Cul-De-Sac, Highway Access, Major Highway, Public Transit, Rec./Community Centre, Schools, Shopping Nearby",Asphalt,Municipal-Metered,4.0
81,https://www.royallepage.ca/en/property/ontario/london/79-166-southdale-road-w/20310140/mls40468083/,"$439,900",3,1+1,1193 Square Feet,0.00 Feet,R5-3,Sewer (Municipal),2nd Level,2nd Level4.24 X 2.54,2nd Level4.42 X 3.20,Main Level3.84 X 2.21,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,"Outside/Surface/Open, Visitor Parking","Forced Air, Natural Gas","Urban, Ample Parking, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal,1.0
82,https://www.royallepage.ca/en/property/ontario/london/484-westmount-dr/20303299/mlsx6736862/,"$1,650,000",4,3,,,,Septic System,,,Main Level4.96 m x 5.71 m16.27 ft x 18.73 ft,Main Level3.55 m x 3.37 m11.65 ft x 11.06 ft,,,,,,,,,,,6.0
83,https://www.royallepage.ca/en/property/ontario/london/32-2241-blackwater-rd-n/20302149/mlsx6736316/,"$649,900",3,10,,,,,,,2nd Level4.62 m x 4.19 m15.16 ft x 13.75 ft,Main Level2.97 m x 2.97 m9.74 ft x 9.74 ft,,,,,,,,,,,3.0
84,https://www.royallepage.ca/en/property/ontario/london/731-wellington-st/20297225/mlsx6734438/,"$199,000",,2,,34 Feet,,,,,,,,,,,,,,,,,
85,https://www.royallepage.ca/en/property/ontario/london/310-1825-whitney-st/20302156/mlsx6736384/,"$199,000",2,1,,,,,,,Main Level3.30 m x 3.00 m10.83 ft x 9.84 ft,,,,,,,,,,,,2.0
86,https://www.royallepage.ca/en/property/ontario/london/1174-hamilton-roadunit-210/20298967/mlsh4171479/,"$174,900",1,1,505.00 Square Feet,,,Municipal sewage system,Ground LevelMeasurements not available,Ground Level10' 9'' x 10' 5'',,Ground Level19' 0'' x 7' 0'',,,,,,,,,,,1.0
87,https://www.royallepage.ca/en/property/ontario/london/1278-sandy-somerville-drive/20297472/mls40467504/,"$1,075,000",2,2+1,2161 Square Feet,65.12 Feet,R6-5(7),Sewer (Municipal),Main Level,Main Level3.61 X 4.27,Main Level4.01 X 5.18,Main Level4.67 X 4.80,< 0.5,Bungalow,"Full, Partially Finished, Sump Pump","Brick, Concrete, Shingle Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Landscaped, Quiet Area, Shopping Nearby",Shingle,Municipal,4.0
88,https://www.royallepage.ca/en/property/ontario/london/118-deer-valley-cres/20288298/mlsx6731466/,"$899,999",4+2,4,,,,,,Lower Level3.05 m x 2.36 m10.01 ft x 7.74 ft,2nd Level5.13 m x 3.96 m16.83 ft x 12.99 ft,Main Level5.94 m x 5.00 m19.49 ft x 16.40 ft,,,,,,,,,,,6.0
89,https://www.royallepage.ca/en/property/ontario/london/3836-somerston-cres/20295283/mlsx6733244/,"$799,000",4,3,,,,,,,2nd Level4.30 m x 3.35 m14.11 ft x 10.99 ft,Main Level3.10 m x 4.14 m10.17 ft x 13.58 ft,,,,,,,,,,,4.0
90,https://www.royallepage.ca/en/property/ontario/london/1091-upperpoint-ave/20290729/mlsx6732524/,"$775,000",3+1,3,,,,,Main LevelMeasurements not available,,2nd Level4.00 m x 3.70 m13.12 ft x 12.14 ft,Main Level4.30 m x 2.40 m14.11 ft x 7.87 ft,,,,,,,,,,,2.0
91,https://www.royallepage.ca/en/property/ontario/london/62-kipling-ave/20289878/mlsx6732120/,"$669,999",3+1,2,,,,,,,,,,,,,,,,,,,2.0
92,https://www.royallepage.ca/en/property/ontario/london/23-800-commissioners-road-w/20299588/mls40466258/,"$659,900",3,2+1,1141.85 Square Feet,,R2-1/R5-3*H10.5,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower",Main Level4.44 X 3.33,Main Level5.69 X 4.67,Main Level2.64 X 2.54,Not Applicable,Bungalow,"Walk-Out Access, Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Park, Public Transit, Shopping Nearby",Shingle,Municipal-Metered,2.0
93,https://www.royallepage.ca/en/property/ontario/london/1798-trafalgar-street/20295224/mls40456107/,"$650,000",4,2,1233.8,50.0 Feet,R2-2,Municipal sewage system,Main LevelMeasurements not available,Main Level9'3'' x 10'6'',Main Level12'9'' x 10'9'',,,,,,,,,,,,6.0
94,https://www.royallepage.ca/en/property/ontario/london/48-325-lighthouse-rd/20295015/mlsx6732920/,"$599,900",3+1,2,,,,,,,2nd LevelMeasurements not available,Main LevelMeasurements not available,,,,,,,,,,,4.0
95,https://www.royallepage.ca/en/property/ontario/london/502-19-king-street-w/20299635/mls40467524/,"$579,900",2,2+0,1700 Square Feet,,DA2,Sewer (Municipal),Main Level3.66 X 1.52,Main Level4.88 X 3.20,Main Level5.49 X 3.51,,Not Applicable,1 Storey/Apt,,"Brick, Concrete","Central Air, Energy Efficient",Visitor Parking,"Forced Air, Natural Gas","Urban, Arts Centre, Corner Lot, City Lot, Greenbelt, Landscaped, Library, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Shopping Nearby, Trails",Tar/Gravel,Municipal,7.0
96,https://www.royallepage.ca/en/property/ontario/london/1614-45-pond-mills-road/20303415/mls40467136/,"$339,900",2,1+0,950 Square Feet,0.00 Feet,R9-7,Sewer (Municipal),Main Level,Main Level2.90 X 2.74,Main Level4.42 X 2.90,Main Level2.59 X 2.13,,1 Storey/Apt,,Block,Wall Unit(s),Covered Parking,"Baseboard, Electric","Urban, Highway Access, Hospital, Library, Public Transit, Schools, Shopping Nearby",Membrane,Municipal,1.0
97,https://www.royallepage.ca/en/property/ontario/london/215-pebblecreek-walk/20294048/mls40466626/,"$1,599,900",5,3+1,3744 Square Feet,59.97 Feet,R1-5,Sewer (Municipal),Main Level,2nd Level4.24 X 3.35,2nd Level7.39 X 4.55,Main Level4.47 X 3.58,< 0.5,Two Story,"Separate Entrance, Walk-Out Access, Full, Finished","Brick, Stucco",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Cul-De-Sac, Near Golf Course, Greenbelt, Hospital, Landscaped, Park, Place of Worship, Playground Nearby, Quiet Area, Ravine, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby, Trails",Shingle,Municipal-Metered,7.0
98,https://www.royallepage.ca/en/property/ontario/london/3137-singelton-ave/20285944/mlsx6730108/,"$1,369,000",3+2,4,,,,,,,2nd Level6.55 m x 4.34 m21.49 ft x 14.24 ft,Main Level3.96 m x 4.19 m12.99 ft x 13.75 ft,,,,,,,,,,,6.0
99,https://www.royallepage.ca/en/property/ontario/london/3174-morgan-ave/20283568/mlsx6728818/,"$1,249,000",3+1,3,,,,,,Lower Level4.22 m x 3.20 m13.85 ft x 10.50 ft,Main Level3.96 m x 4.57 m12.99 ft x 14.99 ft,Main Level3.04 m x 4.85 m9.97 ft x 15.91 ft,,,,,,,,,,,4.0
100,https://www.royallepage.ca/en/property/ontario/london/781-freeport-st/20286141/mlsx6730220/,"$785,000",3,3,,,,,,,2nd Level4.29 m x 4.69 m14.07 ft x 15.39 ft,Ground Level2.98 m x 3.41 m9.78 ft x 11.19 ft,,,,,,,,,,,2.0
101,https://www.royallepage.ca/en/property/ontario/london/1689-jalna-blvd/20279458/mlsx6728186/,"$749,900",4+1,3,,,,,Basement LevelMeasurements not available,,Upper Level4.49 m x 4.25 m14.73 ft x 13.94 ft,Main Level4.28 m x 6.51 m14.04 ft x 21.36 ft,,,,,,,,,,,5.0
102,https://www.royallepage.ca/en/property/ontario/london/17-7966-fallon-dr/20277048/mlsx6726852/,"$729,900",3,3,,,,,,,,,,,,,,,,,,,6.0
103,https://www.royallepage.ca/en/property/ontario/london/7-holiday-avenue/20288031/mls40465981/,"$624,900",0,,,69.17 Feet,R2-4/OC4,Sewer (Municipal),,,,,< 0.5,,Full,Brick Veneer,,,,"Rectangular, Ample Parking, High Traffic Area, Highway Access, Hospital, Industrial Park, Landscaped, Major Highway, Public Transit, Regional Mall, Shopping Nearby",,Municipal-Metered,6.0
104,https://www.royallepage.ca/en/property/ontario/london/1506-505-talbot-st/20280174/mlsx6728122/,"$599,900",2,2,,,,,,Main Level3.02 m x 3.56 m9.91 ft x 11.68 ft,Main Level3.40 m x 4.72 m11.15 ft x 15.49 ft,Main Level2.29 m x 2.92 m7.51 ft x 9.58 ft,,,,,,,,,,,1.0
105,https://www.royallepage.ca/en/property/ontario/london/48-1100-byron-baseline-road/20297449/mls40464364/,"$599,000",3,2+2,1464 Square Feet,,R5-7,Sewer (Municipal),Basement Level,2nd Level3.30 X 3.15,2nd Level5.00 X 3.12,Main Level2.74 X 2.97,,Two Story,"Full, Finished",Brick,Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Cul-De-Sac, City Lot, Near Golf Course, Open Spaces, Park, Public Transit, Shopping Nearby, Trails",Asphalt Shing,Municipal,2.0
106,https://www.royallepage.ca/en/property/ontario/london/38-jim-ashton-st/20275672/mlsx6725962/,"$799,000",,,,102 Feet,,,,,,,,,,,,,,,,,
107,https://www.royallepage.ca/en/property/ontario/london/49-amy-cres/20275666/mlsx6726214/,"$749,000",3+1,2,,55 Feet,,,,,,"Main Level0 m x 0 m0.00 ft x 0.00 ftNote:Ceramic Floor, Stainless Steel Appl, Quartz Counter",,,,,,,,,,,4.0
108,https://www.royallepage.ca/en/property/ontario/london/1506-505-talbot-street/20279140/mls40465959/,"$599,900",2,2+0,1189 Square Feet,,"B33, DA2, D2-50",Sewer (Municipal),Main Level,Main Level3.02 X 3.56,Main Level3.40 X 4.72,Main Level2.29 X 2.92,,1 Storey/Apt,,Cement Siding,Central Air,"None, Street Parking Only",Forced Air,"Urban, City Lot",Flat,Municipal,1.0
109,https://www.royallepage.ca/en/property/ontario/london/995-wellington-rd/20269504/mlsx6723176/,"$295,000",,,1567.00 Square Feet,,,,,,,,,,,,,,,,,,
110,https://www.royallepage.ca/en/property/ontario/london/450-ridout-street-s/20273169/mls40465716/,"$799,999",4,1+1,1350 Square Feet,72.49 Feet,R1-6,Sewer (Municipal),Main Level,2nd Level4.22 X 2.59,2nd Level5.44 X 3.25,Main Level3.45 X 2.84,< 0.5,1.5 Storey,"Development Potential, Walk-Up Access, Full, Unfinished, Sump Pump","Brick, Concrete, Shingle Siding, Other",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Ample Parking, Hospital, Landscaped, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",Shingle,Municipal-Metered,
111,https://www.royallepage.ca/en/property/ontario/london/49-amy-crescent/20276035/mls40465360/,"$749,000",3,2+0,1058 Square Feet,55.00 Feet,R1-6,Sewer (Municipal),2nd Level0.00 X 0.00,2nd Level3.25 X 3.20,2nd Level3.43 X 3.45,Main Level3.71 X 3.02,< 0.5,Split Level,"Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Hospital, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,
